time,id,rssi
2025-07-04T22:50:01Z,1978617878,-51
2025-07-04T22:50:07Z,1978617878,-52
2025-07-04T22:50:12Z,1978617878,-53
2025-07-04T22:50:17Z,1978617878,-48
2025-07-04T22:50:22Z,1978617878,-48
2025-07-04T22:50:27Z,1978617878,-48
2025-07-04T22:50:33Z,1978617878,-49
2025-07-04T22:50:38Z,1978617878,-61
2025-07-04T22:50:43Z,1978617878,-58
2025-07-04T22:50:48Z,1978617878,-42
2025-07-04T22:50:53Z,1978617878,-25
2025-07-04T22:50:59Z,1978617878,-26
2025-07-09T11:20:19Z,3366551929,-58
2025-07-09T11:20:20Z,611E2A2D22,-82
2025-07-09T11:20:21Z,4C336166FA,-59
2025-07-09T11:20:21Z,34522D2D87,-55
2025-07-09T11:20:22Z,521978190D,-50
2025-07-09T11:20:22Z,4C523361,-46
2025-07-09T11:20:23Z,55522A34E0,-61
2025-07-09T11:20:23Z,522D1E66B6,-48
2025-07-09T11:20:24Z,3366551929,-61
2025-07-09T11:20:25Z,611E2A2D22,-75
2025-07-09T11:20:26Z,4C52336167,-54
2025-07-09T11:20:26Z,4C336166FA,-51
2025-07-09T11:20:26Z,34522D2D87,-62
2025-07-09T11:20:27Z,521978190D,-57
2025-07-09T11:20:28Z,55522A34E0,-57
2025-07-09T11:31:50Z,3366551929,-58
2025-07-09T11:31:50Z,522D1E66B6,-47
2025-07-09T11:31:51Z,34522D2D87,-65
2025-07-09T11:31:51Z,611E2A2D22,-54
2025-07-09T11:31:51Z,4C523361,-43
2025-07-09T11:31:52Z,521978190D,-59
2025-07-09T11:31:52Z,4C336166FA,-41
2025-07-09T11:31:54Z,55522A34E0,-49
2025-07-09T11:31:55Z,4C523361,-47
2025-07-09T11:31:55Z,522D1E66B6,-50
2025-07-09T11:31:56Z,34522D2D87,-60
2025-07-09T11:31:56Z,611E2A2D22,-52
2025-07-09T11:31:57Z,521978190D,-63
2025-07-09T11:31:57Z,4C336166FA,-42
2025-07-09T11:31:59Z,4C523361,-49
2025-07-09T11:31:59Z,55522A34E0,-50
2025-07-09T11:32:00Z,3366551929,-65
2025-07-09T11:32:00Z,522D1E66B6,-59
2025-07-09T11:32:01Z,34522D2D87,-71
2025-07-09T11:32:01Z,611E2A2D22,-51
2025-07-09T11:32:02Z,521978190D,-52
2025-07-09T11:32:03Z,4C336166FA,-42
2025-07-09T11:32:03Z,4C523361,-42
2025-07-09T11:32:04Z,55522A34E0,-47
2025-07-09T11:32:05Z,3366551929,-65
2025-07-09T11:32:05Z,522D1E66B6,-54
2025-07-09T11:32:06Z,34522D2D87,-69
2025-07-09T11:32:06Z,611E2A2D22,-47
2025-07-09T11:32:07Z,4C523361,-45
2025-07-09T11:32:07Z,521978190D,-49
2025-07-09T11:32:08Z,4C336166FA,-43
2025-07-09T11:32:09Z,55522A34E0,-45
2025-07-09T11:32:10Z,4C523361,-48
2025-07-09T11:32:11Z,3366551929,-54
2025-07-09T11:32:11Z,522D1E66B6,-54
2025-07-09T11:32:11Z,34522D2D87,-53
2025-07-09T11:32:12Z,611E2A2D22,-54
2025-07-09T11:32:12Z,521978190D,-59
2025-07-09T11:32:13Z,4C336166FA,-48
2025-07-09T11:32:14Z,4C523361,-37
2025-07-09T11:32:14Z,55522A34E0,-54
2025-07-09T11:32:16Z,3366551929,-62
2025-07-09T11:32:16Z,522D1E66B6,-50
2025-07-09T11:32:16Z,34522D2D87,-55
2025-07-09T11:32:17Z,611E2A2D22,-54
2025-07-09T11:32:18Z,521978190D,-53
2025-07-09T11:32:18Z,4C523361,-42
2025-07-09T11:32:18Z,4C336166FA,-47
2025-07-09T11:32:20Z,55522A34E0,-43
2025-07-09T11:32:21Z,3366551929,-47
2025-07-09T11:32:26Z,4C523361,-33
2025-07-09T11:32:26Z,3366551929,-47
2025-07-09T11:32:26Z,522D1E66B6,-49
2025-07-09T11:32:27Z,34522D2D87,-47
2025-07-09T11:32:27Z,611E2A2D22,-51
2025-07-09T11:32:28Z,521978190D,-56
2025-07-09T11:32:29Z,4C336166FA,-43
2025-07-09T11:32:30Z,4C523361,-31
2025-07-09T11:32:30Z,55522A34E0,-42
2025-07-09T11:32:31Z,3366551929,-45
2025-07-09T11:32:31Z,522D1E66B6,-54
2025-07-09T11:32:32Z,34522D2D87,-48
2025-07-09T11:32:32Z,611E2A2D22,-46
2025-07-09T11:32:33Z,521978190D,-47
2025-07-09T11:32:34Z,4C523361,-33
2025-07-09T11:32:34Z,4C336166FA,-40
2025-07-09T11:32:35Z,55522A34E0,-40
2025-07-09T11:32:36Z,3366551929,-48
2025-07-09T11:32:37Z,522D1E66B6,-50
2025-07-09T11:32:37Z,34522D2D87,-50
2025-07-09T11:32:37Z,611E2A2D22,-56
2025-07-09T11:32:38Z,521978190D,-60
2025-07-09T11:32:40Z,4C336166FA,-41
2025-07-09T11:32:40Z,55522A34E0,-40
2025-07-09T11:32:42Z,3366551929,-53
2025-07-09T11:32:42Z,522D1E66B6,-47
2025-07-09T11:32:42Z,34522D2D87,-56
2025-07-09T11:32:43Z,611E2A2D22,-48
2025-07-09T11:32:43Z,4C52336167,-37
2025-07-09T11:32:44Z,521978190D,-49
2025-07-09T11:32:45Z,4C336166FA,-41
2025-07-09T11:32:46Z,55522A34E0,-41
2025-07-09T11:32:47Z,3366551929,-54
2025-07-09T11:32:47Z,522D1E66B6,-49
2025-07-09T11:32:47Z,34522D2D87,-55
2025-07-09T11:32:48Z,611E2A2D22,-49
2025-07-09T11:32:48Z,4C52336167,-38
2025-07-09T11:32:49Z,521978190D,-49
2025-07-09T11:32:50Z,4C336166FA,-42
2025-07-09T11:32:51Z,55522A34E0,-55
2025-07-09T11:32:52Z,3366551929,-52
2025-07-09T11:32:52Z,522D1E66B6,-48
2025-07-09T11:32:53Z,34522D2D87,-64
2025-07-09T11:32:53Z,611E2A2D22,-49
2025-07-09T11:32:53Z,4C52336167,-37
2025-07-09T11:32:54Z,521978190D,-51
2025-07-09T11:32:56Z,4C336166FA,-39
2025-07-09T11:32:56Z,55522A34E0,-53
2025-07-09T11:32:57Z,3366551929,-60
2025-07-09T11:32:57Z,522D1E66B6,-50
2025-07-09T11:33:02Z,3366551929,-53
2025-07-09T11:33:03Z,522D1E66B6,-50
2025-07-09T11:33:03Z,34522D2D87,-48
2025-07-09T11:33:03Z,611E2A2D22,-53
2025-07-09T11:33:04Z,4C52336167,-36
2025-07-09T11:33:04Z,521978190D,-52
2025-07-09T11:33:06Z,4C336166FA,-43
2025-07-09T11:33:08Z,3366551929,-51
2025-07-09T11:33:08Z,522D1E66B6,-50
2025-07-09T11:33:08Z,34522D2D87,-55
2025-07-09T11:33:09Z,611E2A2D22,-50
2025-07-09T11:33:09Z,4C52336167,-38
2025-07-09T11:33:09Z,521978190D,-57
2025-07-09T11:33:11Z,55522A34E0,-42
2025-07-09T11:33:13Z,3366551929,-52
2025-07-09T11:33:13Z,522D1E66B6,-54
2025-07-09T11:33:13Z,34522D2D87,-57
2025-07-09T11:33:14Z,611E2A2D22,-49
2025-07-09T11:33:14Z,4C52336167,-36
2025-07-09T11:33:15Z,521978190D,-53
2025-07-09T11:33:17Z,55522A34E0,-42
2025-07-09T11:33:17Z,4C336166FA,-45
2025-07-09T11:33:18Z,3366551929,-51
2025-07-09T11:33:18Z,522D1E66B6,-59
2025-07-09T11:33:18Z,34522D2D87,-51
2025-07-09T11:33:19Z,611E2A2D22,-48
2025-07-09T11:33:19Z,4C52336167,-38
2025-07-09T11:33:20Z,521978190D,-51
2025-07-09T11:33:22Z,55522A34E0,-45
2025-07-09T11:33:22Z,4C336166FA,-43
2025-07-09T11:33:23Z,3366551929,-49
2025-07-09T11:33:23Z,4C523361,-38
2025-07-09T11:33:23Z,522D1E66B6,-57
2025-07-09T11:33:24Z,34522D2D87,-53
2025-07-09T11:33:24Z,611E2A2D22,-47
2025-07-09T11:33:25Z,521978190D,-51
2025-07-09T11:33:27Z,55522A34E0,-42
2025-07-09T11:33:27Z,4C336166FA,-48
2025-07-09T11:33:28Z,3366551929,-54
2025-07-09T11:33:28Z,4C52336167,-34
2025-07-09T11:33:29Z,34522D2D87,-54
2025-07-09T11:33:29Z,611E2A2D22,-59
2025-07-09T11:33:30Z,521978190D,-45
2025-07-09T11:33:32Z,55522A34E0,-61
2025-07-09T11:33:32Z,4C523361,-41
2025-07-09T11:33:33Z,4C336166FA,-68
2025-07-09T11:33:33Z,3366551929,-48
